"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"IMPUTED"	"prop_NAs"
10	0.899776525456665	12	12	"Churn"	"Yes"	0
11	0.921812770179293	12	12	"Churn"	"Yes"	0
12	0.910770992763809	12	12	"Churn"	"Yes"	0
13	0.886354343489412	12	12	"Churn"	"Yes"	0
14	0.905004240882104	12	12	"Churn"	"Yes"	0
15	0.907048108075066	12	12	"Churn"	"Yes"	0
16	0.921514654588995	12	12	"Churn"	"Yes"	0
17	0.875267197823552	12	12	"Churn"	"Yes"	0
18	0.881234915526951	12	12	"Churn"	"Yes"	0
19	0.921642484542853	12	12	"Churn"	"Yes"	0
20	0.89913470993117	12	12	"Churn"	"Yes"	0
21	0.895094235033259	12	12	"Churn"	"Yes"	0
22	0.887360362770199	12	12	"Churn"	"Yes"	0
23	0.901550662878788	12	12	"Churn"	"Yes"	0
24	0.918339087901021	12	12	"Churn"	"Yes"	0
25	0.908877349159248	12	12	"Churn"	"Yes"	0
26	0.924880309606992	12	12	"Churn"	"Yes"	0
27	0.891157768958307	12	12	"Churn"	"Yes"	0
28	0.925664350952196	12	12	"Churn"	"Yes"	0
29	0.931358040930865	12	12	"Churn"	"Yes"	0
30	0.907021695763688	12	12	"Churn"	"Yes"	0
1	0.903977302306211	13	13	"Churn"	"Yes"	0
2	0.853866421813246	13	13	"Churn"	"Yes"	0
3	0.890755314018186	13	13	"Churn"	"Yes"	0
4	0.88585480536677	13	13	"Churn"	"Yes"	0
5	0.860203548728139	13	13	"Churn"	"Yes"	0
6	0.930214943120105	13	13	"Churn"	"Yes"	0
7	0.902965131815911	13	13	"Churn"	"Yes"	0
8	0.849685883222469	13	13	"Churn"	"Yes"	0
9	0.904791929382093	13	13	"Churn"	"Yes"	0
10	0.934437375249501	13	13	"Churn"	"Yes"	0
11	0.847213122565428	13	13	"Churn"	"Yes"	0
12	0.899737876802097	13	13	"Churn"	"Yes"	0
13	0.899436549251313	13	13	"Churn"	"Yes"	0
14	0.867187051598462	13	13	"Churn"	"Yes"	0
15	0.898254954155575	13	13	"Churn"	"Yes"	0
16	0.900593471810089	13	13	"Churn"	"Yes"	0
17	0.885403065485643	12	13	"Churn"	"Yes"	0
18	0.903304628064243	13	13	"Churn"	"Yes"	0
19	0.884895955108721	12	13	"Churn"	"Yes"	0
20	0.925000332681278	13	13	"Churn"	"Yes"	0
21	0.888185402694557	13	13	"Churn"	"Yes"	0
22	0.918762951679087	13	13	"Churn"	"Yes"	0
23	0.894241836298464	13	13	"Churn"	"Yes"	0
24	0.895891793432777	13	13	"Churn"	"Yes"	0
25	0.907250308889653	13	13	"Churn"	"Yes"	0
26	0.882384343872078	13	13	"Churn"	"Yes"	0
27	0.905871561986864	13	13	"Churn"	"Yes"	0
28	0.889498525073746	12	13	"Churn"	"Yes"	0
29	0.860974589563944	12	13	"Churn"	"Yes"	0
30	0.913489560461495	13	13	"Churn"	"Yes"	0
1	0.887245501893939	14	14	"Churn"	"Yes"	0
2	0.887402714932127	14	14	"Churn"	"Yes"	0
3	0.887655306324228	14	14	"Churn"	"Yes"	0
4	0.869936336283958	13	14	"Churn"	"Yes"	0
5	0.870236146831892	14	14	"Churn"	"Yes"	0
6	0.880456519800782	14	14	"Churn"	"Yes"	0
7	0.894235841365751	13	14	"Churn"	"Yes"	0
8	0.909187793215446	14	14	"Churn"	"Yes"	0
9	0.856302225029149	14	14	"Churn"	"Yes"	0
10	0.901960784313726	14	14	"Churn"	"Yes"	0
11	0.915640328898613	14	14	"Churn"	"Yes"	0
12	0.888233051806497	14	14	"Churn"	"Yes"	0
13	0.880165289256198	14	14	"Churn"	"Yes"	0
14	0.904459622338288	12	14	"Churn"	"Yes"	0
15	0.918180475557525	14	14	"Churn"	"Yes"	0
16	0.87673770355105	14	14	"Churn"	"Yes"	0
17	0.870084640099746	13	14	"Churn"	"Yes"	0
18	0.864183969952519	12	14	"Churn"	"Yes"	0
19	0.885100122696463	13	14	"Churn"	"Yes"	0
20	0.873974055058549	13	14	"Churn"	"Yes"	0
21	0.866959422657952	14	14	"Churn"	"Yes"	0
22	0.852766214177979	14	14	"Churn"	"Yes"	0
23	0.932724229513639	13	14	"Churn"	"Yes"	0
24	0.883029262645215	14	14	"Churn"	"Yes"	0
25	0.906547387985084	14	14	"Churn"	"Yes"	0
26	0.917465958449565	14	14	"Churn"	"Yes"	0
27	0.915110036921881	14	14	"Churn"	"Yes"	0
28	0.909065880039331	14	14	"Churn"	"Yes"	0
29	0.908270984334814	12	14	"Churn"	"Yes"	0
30	0.921145419690538	14	14	"Churn"	"Yes"	0
1	0.899241917502787	14	15	"Churn"	"Yes"	0
2	0.890946851923824	12	15	"Churn"	"Yes"	0
3	0.889809954751131	15	15	"Churn"	"Yes"	0
4	0.891514945266859	15	15	"Churn"	"Yes"	0
5	0.877813443387214	15	15	"Churn"	"Yes"	0
6	0.913719457013575	14	15	"Churn"	"Yes"	0
7	0.91787610619469	12	15	"Churn"	"Yes"	0
8	0.892140706506251	14	15	"Churn"	"Yes"	0
9	0.886042246395143	15	15	"Churn"	"Yes"	0
10	0.919414781297134	14	15	"Churn"	"Yes"	0
11	0.889553487914144	15	15	"Churn"	"Yes"	0
12	0.900480956082394	15	15	"Churn"	"Yes"	0
13	0.882742015517864	14	15	"Churn"	"Yes"	0
14	0.926265032016242	12	15	"Churn"	"Yes"	0
15	0.889175487536143	15	15	"Churn"	"Yes"	0
16	0.870999047182129	14	15	"Churn"	"Yes"	0
17	0.906716169640837	15	15	"Churn"	"Yes"	0
18	0.89304490331039	14	15	"Churn"	"Yes"	0
19	0.907386895091813	15	15	"Churn"	"Yes"	0
20	0.860138031998327	14	15	"Churn"	"Yes"	0
21	0.883079836997073	14	15	"Churn"	"Yes"	0
22	0.924639514292942	13	15	"Churn"	"Yes"	0
23	0.86608505997819	15	15	"Churn"	"Yes"	0
24	0.892740238484919	14	15	"Churn"	"Yes"	0
25	0.886311667524152	14	15	"Churn"	"Yes"	0
26	0.899030945151496	15	15	"Churn"	"Yes"	0
27	0.869846255190505	15	15	"Churn"	"Yes"	0
28	0.890552717672043	15	15	"Churn"	"Yes"	0
29	0.857146327244462	15	15	"Churn"	"Yes"	0
30	0.924318371686793	13	15	"Churn"	"Yes"	0
1	0.921319433598834	15	16	"Churn"	"Yes"	0
2	0.875327863557077	14	16	"Churn"	"Yes"	0
3	0.896133426288411	14	16	"Churn"	"Yes"	0
4	0.902163806462722	14	16	"Churn"	"Yes"	0
5	0.858018567075331	14	16	"Churn"	"Yes"	0
6	0.897685282019103	16	16	"Churn"	"Yes"	0
7	0.886081334013953	16	16	"Churn"	"Yes"	0
8	0.879927348582938	16	16	"Churn"	"Yes"	0
9	0.866942511699398	12	16	"Churn"	"Yes"	0
10	0.858589256281745	15	16	"Churn"	"Yes"	0
11	0.870981297348485	13	16	"Churn"	"Yes"	0
12	0.897535817247087	15	16	"Churn"	"Yes"	0
13	0.886466165413534	14	16	"Churn"	"Yes"	0
14	0.889203881225158	13	16	"Churn"	"Yes"	0
15	0.876998229457246	15	16	"Churn"	"Yes"	0
16	0.904301827979713	14	16	"Churn"	"Yes"	0
17	0.911618285176091	16	16	"Churn"	"Yes"	0
18	0.89583715386026	12	16	"Churn"	"Yes"	0
19	0.896808446455505	14	16	"Churn"	"Yes"	0
20	0.857136442939245	15	16	"Churn"	"Yes"	0
21	0.918511705685619	16	16	"Churn"	"Yes"	0
22	0.89108468315865	13	16	"Churn"	"Yes"	0
23	0.893146989611433	13	16	"Churn"	"Yes"	0
24	0.883584404076207	15	16	"Churn"	"Yes"	0
25	0.88358861863711	14	16	"Churn"	"Yes"	0
26	0.921629304218619	16	16	"Churn"	"Yes"	0
27	0.893097385287278	13	16	"Churn"	"Yes"	0
28	0.936131535947712	16	16	"Churn"	"Yes"	0
29	0.925212669683258	16	16	"Churn"	"Yes"	0
30	0.91577423850763	16	16	"Churn"	"Yes"	0
1	0.881716240490279	14	17	"Churn"	"Yes"	0
2	0.892371989712415	16	17	"Churn"	"Yes"	0
3	0.928651059085842	15	17	"Churn"	"Yes"	0
4	0.890388257575758	13	17	"Churn"	"Yes"	0
5	0.919752939354593	15	17	"Churn"	"Yes"	0
6	0.907901278409091	16	17	"Churn"	"Yes"	0
7	0.919399117405583	15	17	"Churn"	"Yes"	0
