"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"prop_switch_y"
18	0.790076335877863	13	13	"Heart"	0.025
19	0.739393939393939	13	13	"Heart"	0.025
20	0.789124261263336	13	13	"Heart"	0.025
21	0.70970695970696	13	13	"Heart"	0.025
22	0.738740808823529	13	13	"Heart"	0.025
23	0.772537878787879	12	13	"Heart"	0.025
24	0.796266233766234	13	13	"Heart"	0.025
25	0.795299938157081	13	13	"Heart"	0.025
26	0.763885722969379	13	13	"Heart"	0.025
27	0.753251663641863	13	13	"Heart"	0.025
28	0.774933333333333	12	13	"Heart"	0.025
29	0.746379558723178	13	13	"Heart"	0.025
30	0.755321702944942	13	13	"Heart"	0.025
1	0.805807692307692	14	14	"Heart"	0.025
2	0.74698612480097	14	14	"Heart"	0.025
3	0.779778603381606	14	14	"Heart"	0.025
4	0.728258397149139	14	14	"Heart"	0.025
5	0.803774901170452	14	14	"Heart"	0.025
6	0.805384615384615	13	14	"Heart"	0.025
7	0.779462064676617	13	14	"Heart"	0.025
8	0.756374378109453	14	14	"Heart"	0.025
9	0.776862098736363	13	14	"Heart"	0.025
10	0.730428863172226	14	14	"Heart"	0.025
11	0.778568167985393	14	14	"Heart"	0.025
12	0.768382352941177	14	14	"Heart"	0.025
13	0.799753257768525	13	14	"Heart"	0.025
14	0.739465570400822	13	14	"Heart"	0.025
15	0.769204545454545	14	14	"Heart"	0.025
16	0.733401468695586	13	14	"Heart"	0.025
17	0.771153846153846	14	14	"Heart"	0.025
18	0.756562881562882	12	14	"Heart"	0.025
19	0.793289713937918	14	14	"Heart"	0.025
20	0.815718781180444	14	14	"Heart"	0.025
21	0.77562877455852	14	14	"Heart"	0.025
22	0.73949547906694	14	14	"Heart"	0.025
23	0.745951339319978	14	14	"Heart"	0.025
24	0.797419154228856	14	14	"Heart"	0.025
25	0.748161764705882	13	14	"Heart"	0.025
26	0.731404326886324	13	14	"Heart"	0.025
27	0.796728078893051	14	14	"Heart"	0.025
28	0.767122758194187	13	14	"Heart"	0.025
29	0.80952380952381	14	14	"Heart"	0.025
30	0.735873188124952	14	14	"Heart"	0.025
1	0.743811037928685	15	15	"Heart"	0.025
2	0.785753814530793	15	15	"Heart"	0.025
3	0.786399570189577	15	15	"Heart"	0.025
4	0.827268557449736	15	15	"Heart"	0.025
5	0.761332417582418	15	15	"Heart"	0.025
6	0.827011885835415	15	15	"Heart"	0.025
7	0.813028571428571	14	15	"Heart"	0.025
8	0.779009523809524	14	15	"Heart"	0.025
9	0.78713768115942	15	15	"Heart"	0.025
10	0.785261065667762	15	15	"Heart"	0.025
11	0.783156344469421	14	15	"Heart"	0.025
12	0.764690170940171	15	15	"Heart"	0.025
13	0.778311965811966	15	15	"Heart"	0.025
14	0.753651856360317	13	15	"Heart"	0.025
15	0.725675352617738	14	15	"Heart"	0.025
16	0.736	15	15	"Heart"	0.025
17	0.778394633356465	15	15	"Heart"	0.025
18	0.781974969474969	15	15	"Heart"	0.025
19	0.843122337188071	14	15	"Heart"	0.025
20	0.802313112745098	13	15	"Heart"	0.025
21	0.781714285714286	15	15	"Heart"	0.025
22	0.775288737307186	15	15	"Heart"	0.025
23	0.741919231067359	14	15	"Heart"	0.025
24	0.760952380952381	12	15	"Heart"	0.025
25	0.785987309838697	14	15	"Heart"	0.025
26	0.779310082820454	13	15	"Heart"	0.025
27	0.773618742368742	15	15	"Heart"	0.025
28	0.736501814882033	15	15	"Heart"	0.025
29	0.818700547778454	13	15	"Heart"	0.025
30	0.813483656174334	15	15	"Heart"	0.025
1	0.754166343694287	16	16	"Heart"	0.025
2	0.770946763460375	16	16	"Heart"	0.025
3	0.787057396315111	15	16	"Heart"	0.025
4	0.748326232501522	14	16	"Heart"	0.025
5	0.760530540478557	16	16	"Heart"	0.025
6	0.764380952380952	14	16	"Heart"	0.025
7	0.789772727272727	15	16	"Heart"	0.025
8	0.763837064676617	15	16	"Heart"	0.025
9	0.798028785982478	15	16	"Heart"	0.025
10	0.761033080052191	12	16	"Heart"	0.025
11	0.790594362745098	14	16	"Heart"	0.025
12	0.759359547916176	15	16	"Heart"	0.025
13	0.818837227234174	16	16	"Heart"	0.025
14	0.752428658166363	15	16	"Heart"	0.025
15	0.828846153846154	16	16	"Heart"	0.025
16	0.761792452830189	16	16	"Heart"	0.025
17	0.783008658008658	16	16	"Heart"	0.025
18	0.790841678770736	16	16	"Heart"	0.025
19	0.773484848484848	16	16	"Heart"	0.025
20	0.763688986232791	14	16	"Heart"	0.025
21	0.814847870182556	16	16	"Heart"	0.025
22	0.764344262295082	15	16	"Heart"	0.025
23	0.765567765567766	13	16	"Heart"	0.025
24	0.808201460742544	15	16	"Heart"	0.025
25	0.747655777374471	14	16	"Heart"	0.025
26	0.768670862082038	16	16	"Heart"	0.025
27	0.783501221001221	13	16	"Heart"	0.025
28	0.782577311754426	16	16	"Heart"	0.025
29	0.740097666847531	13	16	"Heart"	0.025
30	0.757240404991759	16	16	"Heart"	0.025
1	0.829047474132684	15	17	"Heart"	0.025
2	0.76072157930565	15	17	"Heart"	0.025
3	0.817391304347826	16	17	"Heart"	0.025
4	0.752572639225182	14	17	"Heart"	0.025
5	0.74364406779661	15	17	"Heart"	0.025
6	0.729199788023317	17	17	"Heart"	0.025
7	0.816942401960784	12	17	"Heart"	0.025
8	0.760139225181598	15	17	"Heart"	0.025
9	0.757692307692308	17	17	"Heart"	0.025
10	0.793353381139641	16	17	"Heart"	0.025
11	0.788	16	17	"Heart"	0.025
12	0.790731744930218	17	17	"Heart"	0.025
13	0.803348577629641	17	17	"Heart"	0.025
14	0.780215579848635	16	17	"Heart"	0.025
15	0.769615384615385	16	17	"Heart"	0.025
16	0.757074004975124	13	17	"Heart"	0.025
17	0.811020036429873	14	17	"Heart"	0.025
18	0.820298234936093	11	17	"Heart"	0.025
19	0.748917748917749	15	17	"Heart"	0.025
20	0.80952380952381	15	17	"Heart"	0.025
21	0.7711503347535	17	17	"Heart"	0.025
22	0.773106060606061	16	17	"Heart"	0.025
23	0.736338268351291	15	17	"Heart"	0.025
24	0.773015873015873	15	17	"Heart"	0.025
25	0.830683624801272	15	17	"Heart"	0.025
26	0.761107729762629	13	17	"Heart"	0.025
27	0.799908703590992	17	17	"Heart"	0.025
28	0.763467821594104	16	17	"Heart"	0.025
29	0.799221611721612	14	17	"Heart"	0.025
30	0.77724358974359	17	17	"Heart"	0.025
1	0.811190421367718	15	18	"Heart"	0.025
2	0.734007116360058	16	18	"Heart"	0.025
3	0.767911353976928	14	18	"Heart"	0.025
4	0.767051251864061	17	18	"Heart"	0.025
5	0.790779062690201	15	18	"Heart"	0.025
6	0.768661344081854	14	18	"Heart"	0.025
7	0.750378787878788	16	18	"Heart"	0.025
8	0.738461538461539	15	18	"Heart"	0.025
9	0.777307692307692	15	18	"Heart"	0.025
10	0.784569597069597	17	18	"Heart"	0.025
11	0.743370564546767	15	18	"Heart"	0.025
12	0.803647094430993	16	18	"Heart"	0.025
13	0.764117826617827	13	18	"Heart"	0.025
14	0.786522437122544	15	18	"Heart"	0.025
15	0.771878148980699	15	18	"Heart"	0.025
16	0.765291391231669	18	18	"Heart"	0.025
17	0.803353773942009	16	18	"Heart"	0.025
18	0.768571428571429	14	18	"Heart"	0.025
19	0.771982230392157	15	18	"Heart"	0.025
20	0.787832929782082	14	18	"Heart"	0.025
21	0.793469041560645	17	18	"Heart"	0.025
22	0.780669288302876	15	18	"Heart"	0.025
23	0.799505533317636	14	18	"Heart"	0.025
24	0.754289215686274	16	18	"Heart"	0.025
25	0.776639344262295	15	18	"Heart"	0.025
26	0.789073778588253	16	18	"Heart"	0.025
27	0.78126902008521	15	18	"Heart"	0.025
28	0.774242424242424	15	18	"Heart"	0.025
29	0.714751707728912	17	18	"Heart"	0.025
30	0.773258925158627	15	18	"Heart"	0.025
1	0.781787339039247	13	19	"Heart"	0.025
2	0.786429872495446	15	19	"Heart"	0.025
3	0.786953504510756	17	19	"Heart"	0.025
4	0.776114820784404	12	19	"Heart"	0.025
5	0.777803308823529	14	19	"Heart"	0.025
6	0.784469696969697	18	19	"Heart"	0.025
7	0.781904761904762	15	19	"Heart"	0.025
8	0.765983575101696	16	19	"Heart"	0.025
9	0.767175572519084	19	19	"Heart"	0.025
10	0.776136363636364	15	19	"Heart"	0.025
11	0.728849902534113	15	19	"Heart"	0.025
12	0.76058292852186	17	19	"Heart"	0.025
13	0.725345053589328	15	19	"Heart"	0.025
14	0.741492907526548	16	19	"Heart"	0.025
15	0.789239389055185	12	19	"Heart"	0.025
16	0.78578995157385	15	19	"Heart"	0.025
17	0.803174603174603	13	19	"Heart"	0.025
18	0.83215989098342	17	19	"Heart"	0.025
19	0.747580157289776	12	19	"Heart"	0.025
20	0.729731783299141	12	19	"Heart"	0.025
21	0.794444444444444	18	19	"Heart"	0.025
22	0.828438831405965	14	19	"Heart"	0.025
23	0.753544620517098	14	19	"Heart"	0.025
24	0.79557024542208	17	19	"Heart"	0.025
25	0.787440164121267	15	19	"Heart"	0.025
26	0.797285835453774	16	19	"Heart"	0.025
27	0.804685660466211	17	19	"Heart"	0.025
28	0.770454545454546	16	19	"Heart"	0.025
29	0.749922696351268	14	19	"Heart"	0.025
30	0.762282338308458	17	19	"Heart"	0.025
1	0.831959814771211	17	20	"Heart"	0.025
2	0.794647588765236	15	20	"Heart"	0.025
3	0.779435577145501	16	20	"Heart"	0.025
4	0.752488412734595	18	20	"Heart"	0.025
5	0.767911353976928	14	20	"Heart"	0.025
6	0.812262615301139	15	20	"Heart"	0.025
7	0.778809218950064	14	20	"Heart"	0.025
8	0.739130434782609	14	20	"Heart"	0.025
9	0.777538042243925	15	20	"Heart"	0.025
10	0.814644255123187	15	20	"Heart"	0.025
11	0.760692307692308	14	20	"Heart"	0.025
12	0.769940672379697	15	20	"Heart"	0.025
13	0.825197636042674	14	20	"Heart"	0.025
14	0.765909090909091	17	20	"Heart"	0.025
15	0.773550724637681	18	20	"Heart"	0.025
16	0.765284503631961	17	20	"Heart"	0.025
17	0.771917649780245	17	20	"Heart"	0.025
18	0.746565934065934	13	20	"Heart"	0.025
19	0.773714285714286	15	20	"Heart"	0.025
20	0.738208797032326	18	20	"Heart"	0.025
21	0.788615984405458	19	20	"Heart"	0.025
22	0.742266091823614	17	20	"Heart"	0.025
23	0.794687327061428	15	20	"Heart"	0.025
24	0.755769230769231	18	20	"Heart"	0.025
25	0.74451494534057	19	20	"Heart"	0.025
26	0.763238095238095	17	20	"Heart"	0.025
27	0.783846153846154	14	20	"Heart"	0.025
28	0.790191881354636	14	20	"Heart"	0.025
29	0.77046561168594	14	20	"Heart"	0.025
30	0.764087436653808	19	20	"Heart"	0.025
1	0.849255917958208	16	21	"Heart"	0.025
2	0.805859137826351	13	21	"Heart"	0.025
3	0.773982999392835	15	21	"Heart"	0.025
4	0.77897062243237	14	21	"Heart"	0.025
5	0.723371880706026	15	21	"Heart"	0.025
6	0.752173913043478	16	21	"Heart"	0.025
7	0.773412698412698	13	21	"Heart"	0.025
8	0.686923076923077	13	21	"Heart"	0.025
9	0.774497869750457	15	21	"Heart"	0.025
10	0.768966038877543	16	21	"Heart"	0.025
11	0.789115646258503	14	21	"Heart"	0.025
12	0.812692307692308	16	21	"Heart"	0.025
13	0.812553011026294	17	21	"Heart"	0.025
14	0.774349667271627	14	21	"Heart"	0.025
15	0.771557271557272	16	21	"Heart"	0.025
16	0.786978221415608	14	21	"Heart"	0.025
17	0.680951295494263	17	21	"Heart"	0.025
18	0.751269997725377	12	21	"Heart"	0.025
19	0.80047487745098	17	21	"Heart"	0.025
20	0.762210012210012	15	21	"Heart"	0.025
21	0.830570266328958	17	21	"Heart"	0.025
22	0.849122807017544	16	21	"Heart"	0.025
23	0.760872853793208	15	21	"Heart"	0.025
24	0.778143689908396	19	21	"Heart"	0.025
25	0.791423001949318	15	21	"Heart"	0.025
26	0.744047619047619	16	21	"Heart"	0.025
27	0.828855494839101	13	21	"Heart"	0.025
28	0.775753817533525	16	21	"Heart"	0.025
29	0.775734443673375	14	21	"Heart"	0.025
30	0.733831222988854	13	21	"Heart"	0.025
1	0.814377346683354	14	22	"Heart"	0.025
2	0.730009191176471	17	22	"Heart"	0.025
3	0.762307692307692	14	22	"Heart"	0.025
4	0.80480376281903	15	22	"Heart"	0.025
5	0.788164194333255	18	22	"Heart"	0.025
6	0.721739130434783	14	22	"Heart"	0.025
7	0.768925518925519	13	22	"Heart"	0.025
8	0.835124092009685	17	22	"Heart"	0.025
9	0.789956467661692	15	22	"Heart"	0.025
10	0.787692307692308	14	22	"Heart"	0.025
11	0.753197426556081	15	22	"Heart"	0.025
12	0.765751456016943	14	22	"Heart"	0.025
13	0.780900186567164	17	22	"Heart"	0.025
14	0.752823565323565	14	22	"Heart"	0.025
15	0.768181818181818	15	22	"Heart"	0.025
16	0.746947496947497	15	22	"Heart"	0.025
17	0.746198830409357	14	22	"Heart"	0.025
18	0.759619047619048	15	22	"Heart"	0.025
19	0.746376811594203	12	22	"Heart"	0.025
20	0.805523896360459	16	22	"Heart"	0.025
21	0.838939299123905	15	22	"Heart"	0.025
22	0.747529448968298	16	22	"Heart"	0.025
23	0.78544776119403	18	22	"Heart"	0.025
24	0.776270800091178	17	22	"Heart"	0.025
25	0.758461538461538	16	22	"Heart"	0.025
26	0.784007912355447	16	22	"Heart"	0.025
27	0.777966870887225	17	22	"Heart"	0.025
28	0.771923076923077	13	22	"Heart"	0.025
29	0.734286147547198	15	22	"Heart"	0.025
30	0.766923076923077	16	22	"Heart"	0.025
1	0.760869565217391	19	23	"Heart"	0.025
2	0.742924528301887	16	23	"Heart"	0.025
3	0.773982999392835	17	23	"Heart"	0.025
4	0.771139705882353	16	23	"Heart"	0.025
5	0.736646151508244	14	23	"Heart"	0.025
6	0.792709637046308	13	23	"Heart"	0.025
7	0.776959091257963	16	23	"Heart"	0.025
8	0.693904761904762	17	23	"Heart"	0.025
9	0.768152573529412	19	23	"Heart"	0.025
10	0.741602850860566	16	23	"Heart"	0.025
11	0.756832462714816	15	23	"Heart"	0.025
12	0.77054169202678	13	23	"Heart"	0.025
13	0.821983830845771	14	23	"Heart"	0.025
14	0.796415441176471	17	23	"Heart"	0.025
15	0.750769230769231	16	23	"Heart"	0.025
16	0.732826771049198	14	23	"Heart"	0.025
17	0.836900848558979	15	23	"Heart"	0.025
18	0.730757541220272	17	23	"Heart"	0.025
19	0.800788497217069	15	23	"Heart"	0.025
20	0.752307692307692	14	23	"Heart"	0.025
21	0.777486513182889	17	23	"Heart"	0.025
22	0.745224171539961	14	23	"Heart"	0.025
23	0.801218289767908	17	23	"Heart"	0.025
24	0.770075757575758	18	23	"Heart"	0.025
25	0.791485492924342	18	23	"Heart"	0.025
26	0.805817791081434	15	23	"Heart"	0.025
27	0.742963991055594	13	23	"Heart"	0.025
28	0.79352380952381	15	23	"Heart"	0.025
29	0.787053841500302	15	23	"Heart"	0.025
30	0.76780303030303	15	23	"Heart"	0.025
1	0.77	17	24	"Heart"	0.025
2	0.770095238095238	13	24	"Heart"	0.025
3	0.708463704630788	14	24	"Heart"	0.025
4	0.758884027937678	14	24	"Heart"	0.025
5	0.793939393939394	15	24	"Heart"	0.025
6	0.808098591549296	12	24	"Heart"	0.025
7	0.76243894993895	15	24	"Heart"	0.025
8	0.738664215686274	14	24	"Heart"	0.025
9	0.736702740041446	17	24	"Heart"	0.025
10	0.722761970853574	14	24	"Heart"	0.025
11	0.781818181818182	15	24	"Heart"	0.025
12	0.745739500912964	13	24	"Heart"	0.025
13	0.820769230769231	16	24	"Heart"	0.025
14	0.790528233151184	20	24	"Heart"	0.025
15	0.8125	18	24	"Heart"	0.025
16	0.735271672771673	16	24	"Heart"	0.025
17	0.782441016333938	17	24	"Heart"	0.025
18	0.746272063298844	14	24	"Heart"	0.025
19	0.827841908111001	15	24	"Heart"	0.025
20	0.725767208225414	17	24	"Heart"	0.025
21	0.777907338308458	15	24	"Heart"	0.025
22	0.686355311355311	16	24	"Heart"	0.025
23	0.781522480855258	13	24	"Heart"	0.025
24	0.784168212739641	16	24	"Heart"	0.025
25	0.812761904761905	19	24	"Heart"	0.025
26	0.735628213984189	16	24	"Heart"	0.025
27	0.754120024875622	17	24	"Heart"	0.025
28	0.7663171491528	15	24	"Heart"	0.025
29	0.739077577691665	20	24	"Heart"	0.025
30	0.8173018753781	17	24	"Heart"	0.025
1	0.775	16	25	"Heart"	0.025
2	0.832748538011696	12	25	"Heart"	0.025
3	0.755416763050351	16	25	"Heart"	0.025
4	0.699908263894198	17	25	"Heart"	0.025
5	0.802823315118397	16	25	"Heart"	0.025
6	0.791515426497278	13	25	"Heart"	0.025
7	0.780412925013432	15	25	"Heart"	0.025
8	0.775040294727147	14	25	"Heart"	0.025
9	0.798106060606061	15	25	"Heart"	0.025
10	0.799454917101976	17	25	"Heart"	0.025
11	0.770934070151201	15	25	"Heart"	0.025
12	0.8	13	25	"Heart"	0.025
13	0.794434539958143	16	25	"Heart"	0.025
14	0.796991327039681	13	25	"Heart"	0.025
15	0.763282623652626	15	25	"Heart"	0.025
16	0.759920634920635	15	25	"Heart"	0.025
17	0.811984930539204	13	25	"Heart"	0.025
18	0.798065853096938	16	25	"Heart"	0.025
19	0.765338827838828	14	25	"Heart"	0.025
20	0.791388441169698	15	25	"Heart"	0.025
21	0.733604686548996	17	25	"Heart"	0.025
22	0.800850030358227	17	25	"Heart"	0.025
23	0.791927409261577	14	25	"Heart"	0.025
24	0.802236519607843	17	25	"Heart"	0.025
25	0.778094369728744	14	25	"Heart"	0.025
26	0.759691697191697	17	25	"Heart"	0.025
27	0.787121212121212	15	25	"Heart"	0.025
28	0.781539888682746	14	25	"Heart"	0.025
29	0.776752190237797	14	25	"Heart"	0.025
30	0.798403886190146	19	25	"Heart"	0.025
1	0.758308728896964	14	26	"Heart"	0.025
2	0.732011524755478	16	26	"Heart"	0.025
3	0.760116481355419	15	26	"Heart"	0.025
4	0.760366222760291	13	26	"Heart"	0.025
5	0.823531649421789	15	26	"Heart"	0.025
6	0.795626513317191	12	26	"Heart"	0.025
7	0.81794794188862	14	26	"Heart"	0.025
8	0.801467777692837	13	26	"Heart"	0.025
9	0.837728592732125	18	26	"Heart"	0.025
10	0.789681635134108	14	26	"Heart"	0.025
11	0.763888888888889	17	26	"Heart"	0.025
12	0.79491833030853	14	26	"Heart"	0.025
13	0.746599802446623	19	26	"Heart"	0.025
14	0.75633604505632	17	26	"Heart"	0.025
15	0.769334567044491	18	26	"Heart"	0.025
16	0.765652473052519	12	26	"Heart"	0.025
17	0.784717403038014	13	26	"Heart"	0.025
18	0.743703358208955	12	26	"Heart"	0.025
19	0.756338899196042	18	26	"Heart"	0.025
20	0.780225726654298	18	26	"Heart"	0.025
21	0.752527573529412	16	26	"Heart"	0.025
22	0.765652473052519	14	26	"Heart"	0.025
23	0.726282394312361	20	26	"Heart"	0.025
24	0.78735632183908	16	26	"Heart"	0.025
25	0.822191697191697	14	26	"Heart"	0.025
26	0.80530303030303	14	26	"Heart"	0.025
27	0.809578020643594	14	26	"Heart"	0.025
28	0.751569472808411	14	26	"Heart"	0.025
29	0.741614619477215	15	26	"Heart"	0.025
30	0.756029684601113	15	26	"Heart"	0.025
1	0.803092470177038	14	27	"Heart"	0.025
2	0.783820662768031	16	27	"Heart"	0.025
3	0.806159420289855	16	27	"Heart"	0.025
4	0.7875	14	27	"Heart"	0.025
5	0.803295454545455	14	27	"Heart"	0.025
6	0.782781862745098	14	27	"Heart"	0.025
7	0.782608695652174	17	27	"Heart"	0.025
8	0.801470588235294	18	27	"Heart"	0.025
9	0.800318761384335	23	27	"Heart"	0.025
10	0.779143897996357	15	27	"Heart"	0.025
11	0.709343905472637	13	27	"Heart"	0.025
12	0.77203516207519	19	27	"Heart"	0.025
13	0.76669758812616	16	27	"Heart"	0.025
14	0.743915384032148	13	27	"Heart"	0.025
15	0.770934070151201	19	27	"Heart"	0.025
16	0.795977011494253	15	27	"Heart"	0.025
17	0.770932607215793	14	27	"Heart"	0.025
18	0.72	17	27	"Heart"	0.025
19	0.756414231454926	15	27	"Heart"	0.025
20	0.792099476836758	18	27	"Heart"	0.025
21	0.765291391231669	14	27	"Heart"	0.025
22	0.741762862166501	14	27	"Heart"	0.025
23	0.76290675844806	21	27	"Heart"	0.025
24	0.779565782432536	16	27	"Heart"	0.025
25	0.750219140967408	14	27	"Heart"	0.025
26	0.778947368421053	16	27	"Heart"	0.025
27	0.768190298507463	19	27	"Heart"	0.025
28	0.750384615384615	14	27	"Heart"	0.025
29	0.789822494380281	14	27	"Heart"	0.025
30	0.783835014026841	18	27	"Heart"	0.025
1	0.772	13	28	"Heart"	0.025
2	0.763933028447407	17	28	"Heart"	0.025
3	0.752488412734595	16	28	"Heart"	0.025
4	0.769589480926535	17	28	"Heart"	0.025
5	0.786665153921791	16	28	"Heart"	0.025
6	0.791644058600109	17	28	"Heart"	0.025
7	0.76014830670438	14	28	"Heart"	0.025
8	0.727307225258045	15	28	"Heart"	0.025
9	0.756650474207726	16	28	"Heart"	0.025
10	0.792585784313726	12	28	"Heart"	0.025
11	0.728334217908863	16	28	"Heart"	0.025
12	0.795652173913043	13	28	"Heart"	0.025
13	0.784711029242459	16	28	"Heart"	0.025
14	0.770511934914422	14	28	"Heart"	0.025
15	0.815785405071119	16	28	"Heart"	0.025
16	0.73968543423752	14	28	"Heart"	0.025
17	0.790770298403886	15	28	"Heart"	0.025
18	0.809551656920078	14	28	"Heart"	0.025
19	0.81291844187462	15	28	"Heart"	0.025
20	0.813415750915751	17	28	"Heart"	0.025
21	0.746433803685712	16	28	"Heart"	0.025
22	0.771490414347557	14	28	"Heart"	0.025
23	0.797313797313797	14	28	"Heart"	0.025
24	0.804230769230769	16	28	"Heart"	0.025
25	0.728000621890547	17	28	"Heart"	0.025
26	0.808382066276803	15	28	"Heart"	0.025
27	0.811274509803922	20	28	"Heart"	0.025
28	0.744197702212969	19	28	"Heart"	0.025
29	0.784156976744186	17	28	"Heart"	0.025
30	0.773072252580449	14	28	"Heart"	0.025
1	0.803348577629641	17	29	"Heart"	0.025
2	0.738050388509536	12	29	"Heart"	0.025
3	0.746706495098039	14	29	"Heart"	0.025
4	0.77803361731522	16	29	"Heart"	0.025
5	0.723076923076923	16	29	"Heart"	0.025
6	0.757714762301918	16	29	"Heart"	0.025
7	0.754736842105263	15	29	"Heart"	0.025
8	0.792592592592593	15	29	"Heart"	0.025
9	0.761816639679235	13	29	"Heart"	0.025
10	0.792307692307692	19	29	"Heart"	0.025
11	0.765	19	29	"Heart"	0.025
12	0.736923076923077	16	29	"Heart"	0.025
13	0.759520024225907	18	29	"Heart"	0.025
14	0.775769230769231	15	29	"Heart"	0.025
15	0.758649405708229	15	29	"Heart"	0.025
16	0.751378676470588	16	29	"Heart"	0.025
17	0.784090909090909	15	29	"Heart"	0.025
18	0.731282288534197	16	29	"Heart"	0.025
19	0.736363636363636	18	29	"Heart"	0.025
20	0.74234555460817	15	29	"Heart"	0.025
21	0.728777985074627	17	29	"Heart"	0.025
22	0.751720747295968	15	29	"Heart"	0.025
23	0.783846153846154	16	29	"Heart"	0.025
24	0.775867315885575	20	29	"Heart"	0.025
25	0.743609251369446	15	29	"Heart"	0.025
26	0.777777777777778	19	29	"Heart"	0.025
27	0.797285835453774	13	29	"Heart"	0.025
28	0.778968253968254	18	29	"Heart"	0.025
29	0.843589939607064	17	29	"Heart"	0.025
30	0.769565217391304	16	29	"Heart"	0.025
1	0.813653977661272	16	30	"Heart"	0.025
2	0.748846153846154	17	30	"Heart"	0.025
3	0.79212204007286	15	30	"Heart"	0.025
4	0.801766623701569	16	30	"Heart"	0.025
5	0.784692635423007	15	30	"Heart"	0.025
6	0.77417628621665	17	30	"Heart"	0.025
7	0.786363636363636	14	30	"Heart"	0.025
8	0.762301587301587	14	30	"Heart"	0.025
9	0.798440545808967	19	30	"Heart"	0.025
10	0.787630119291847	16	30	"Heart"	0.025
11	0.824936051468878	18	30	"Heart"	0.025
12	0.768461538461538	17	30	"Heart"	0.025
13	0.803193099273608	17	30	"Heart"	0.025
14	0.791428571428571	14	30	"Heart"	0.025
15	0.788308913308913	18	30	"Heart"	0.025
16	0.773258925158627	14	30	"Heart"	0.025
17	0.789772727272727	14	30	"Heart"	0.025
18	0.757307692307692	13	30	"Heart"	0.025
19	0.709252450980392	20	30	"Heart"	0.025
20	0.743498369853666	17	30	"Heart"	0.025
21	0.78804347826087	15	30	"Heart"	0.025
22	0.799428571428571	15	30	"Heart"	0.025
23	0.760760073260073	17	30	"Heart"	0.025
24	0.739420092361269	16	30	"Heart"	0.025
25	0.782687651331719	16	30	"Heart"	0.025
26	0.790528233151184	17	30	"Heart"	0.025
27	0.760262976836633	15	30	"Heart"	0.025
28	0.761033080052191	14	30	"Heart"	0.025
29	0.764843809091597	15	30	"Heart"	0.025
30	0.754884004884005	16	30	"Heart"	0.025
1	0.779794730392157	1	1	"Heart"	0.05
2	0.816564463623287	1	1	"Heart"	0.05
3	0.838552303154073	1	1	"Heart"	0.05
4	0.792506105006105	1	1	"Heart"	0.05
5	0.840285692576552	1	1	"Heart"	0.05
6	0.825714285714286	1	1	"Heart"	0.05
7	0.811830408023706	1	1	"Heart"	0.05
8	0.816942401960784	1	1	"Heart"	0.05
9	0.784782773523391	1	1	"Heart"	0.05
10	0.798718243917415	1	1	"Heart"	0.05
11	0.797168335419274	1	1	"Heart"	0.05
12	0.856735810348758	1	1	"Heart"	0.05
13	0.836141469338191	1	1	"Heart"	0.05
14	0.872307692307692	1	1	"Heart"	0.05
15	0.781487451070689	1	1	"Heart"	0.05
16	0.782006658595642	1	1	"Heart"	0.05
17	0.819669539094	1	1	"Heart"	0.05
18	0.827346688157188	1	1	"Heart"	0.05
19	0.829524818401937	1	1	"Heart"	0.05
20	0.785638579756227	1	1	"Heart"	0.05
21	0.810768286130939	1	1	"Heart"	0.05
22	0.800190476190476	1	1	"Heart"	0.05
23	0.825478645066274	1	1	"Heart"	0.05
24	0.787032013022246	1	1	"Heart"	0.05
25	0.832043108682453	1	1	"Heart"	0.05
26	0.820776255707763	1	1	"Heart"	0.05
27	0.800633889919604	1	1	"Heart"	0.05
28	0.820075757575758	1	1	"Heart"	0.05
29	0.818833943833944	1	1	"Heart"	0.05
30	0.803787878787879	1	1	"Heart"	0.05
1	0.841371428571429	2	2	"Heart"	0.05
2	0.837028137353694	2	2	"Heart"	0.05
3	0.838939393939394	2	2	"Heart"	0.05
4	0.814349055882578	2	2	"Heart"	0.05
5	0.858546319748254	2	2	"Heart"	0.05
6	0.7748778998779	2	2	"Heart"	0.05
7	0.824974491798132	2	2	"Heart"	0.05
8	0.834971428571429	2	2	"Heart"	0.05
9	0.833030784358218	2	2	"Heart"	0.05
10	0.800867296031929	1	2	"Heart"	0.05
11	0.837454212454212	2	2	"Heart"	0.05
12	0.834786821705426	2	2	"Heart"	0.05
13	0.875	2	2	"Heart"	0.05
14	0.811396279726866	2	2	"Heart"	0.05
15	0.822396193107683	1	2	"Heart"	0.05
16	0.873343151693667	2	2	"Heart"	0.05
17	0.791158185586	2	2	"Heart"	0.05
18	0.829638406849629	2	2	"Heart"	0.05
19	0.814625850340136	1	2	"Heart"	0.05
20	0.789800242130751	2	2	"Heart"	0.05
21	0.790166047463796	2	2	"Heart"	0.05
22	0.82647824754902	2	2	"Heart"	0.05
23	0.803428571428571	1	2	"Heart"	0.05
24	0.858418367346939	2	2	"Heart"	0.05
25	0.817981754161332	2	2	"Heart"	0.05
26	0.85203730601636	2	2	"Heart"	0.05
27	0.823453705806647	2	2	"Heart"	0.05
28	0.802504595588235	2	2	"Heart"	0.05
29	0.837240075614367	2	2	"Heart"	0.05
30	0.867390476190476	2	2	"Heart"	0.05
