"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"IMPUTED"	"prop_NAs"
29	0.939394988232037	10	10	"Obesity"	"Yes"	0.1
30	0.959992032930554	10	10	"Obesity"	"Yes"	0.1
1	0.917330056763118	11	11	"Obesity"	"Yes"	0.1
2	0.91487835308796	11	11	"Obesity"	"Yes"	0.1
3	0.938505926388022	11	11	"Obesity"	"Yes"	0.1
4	0.875180375180375	11	11	"Obesity"	"Yes"	0.1
5	0.926125681881222	11	11	"Obesity"	"Yes"	0.1
6	0.90515350877193	11	11	"Obesity"	"Yes"	0.1
7	0.967554552801724	11	11	"Obesity"	"Yes"	0.1
8	0.943212354712339	11	11	"Obesity"	"Yes"	0.1
9	0.916641862126444	11	11	"Obesity"	"Yes"	0.1
10	0.931267806267806	11	11	"Obesity"	"Yes"	0.1
11	0.947748795480977	11	11	"Obesity"	"Yes"	0.1
12	0.935214194373402	11	11	"Obesity"	"Yes"	0.1
13	0.946854663774403	11	11	"Obesity"	"Yes"	0.1
14	0.950173114556676	11	11	"Obesity"	"Yes"	0.1
15	0.935514445185523	11	11	"Obesity"	"Yes"	0.1
16	0.937763748130919	11	11	"Obesity"	"Yes"	0.1
17	0.919840433539064	11	11	"Obesity"	"Yes"	0.1
18	0.966252436647174	11	11	"Obesity"	"Yes"	0.1
19	0.912949376375642	11	11	"Obesity"	"Yes"	0.1
20	0.964473329741379	11	11	"Obesity"	"Yes"	0.1
21	0.944539168324335	11	11	"Obesity"	"Yes"	0.1
22	0.9567647417154	11	11	"Obesity"	"Yes"	0.1
23	0.925874722648916	11	11	"Obesity"	"Yes"	0.1
24	0.871548045741594	11	11	"Obesity"	"Yes"	0.1
25	0.941911368534483	11	11	"Obesity"	"Yes"	0.1
26	0.96267759731254	11	11	"Obesity"	"Yes"	0.1
27	0.910683094198378	11	11	"Obesity"	"Yes"	0.1
28	0.895117687052805	11	11	"Obesity"	"Yes"	0.1
29	0.929673751184513	11	11	"Obesity"	"Yes"	0.1
30	0.951907887808474	11	11	"Obesity"	"Yes"	0.1
1	0.939845077317361	12	12	"Obesity"	"Yes"	0.1
2	0.878801843317972	12	12	"Obesity"	"Yes"	0.1
3	0.954507672634271	12	12	"Obesity"	"Yes"	0.1
4	0.937557392102847	12	12	"Obesity"	"Yes"	0.1
5	0.956003289473684	12	12	"Obesity"	"Yes"	0.1
6	0.938019943019943	12	12	"Obesity"	"Yes"	0.1
7	0.905270655270655	12	12	"Obesity"	"Yes"	0.1
8	0.96119826178075	12	12	"Obesity"	"Yes"	0.1
9	0.928625556502794	12	12	"Obesity"	"Yes"	0.1
10	0.955474111041797	12	12	"Obesity"	"Yes"	0.1
11	0.908287727061015	12	12	"Obesity"	"Yes"	0.1
12	0.925159846547315	12	12	"Obesity"	"Yes"	0.1
13	0.91617095655606	12	12	"Obesity"	"Yes"	0.1
14	0.904330549568966	12	12	"Obesity"	"Yes"	0.1
15	0.920894174318832	12	12	"Obesity"	"Yes"	0.1
16	0.949906425452277	12	12	"Obesity"	"Yes"	0.1
17	0.945854700854701	12	12	"Obesity"	"Yes"	0.1
18	0.975344741651437	12	12	"Obesity"	"Yes"	0.1
19	0.93608719440205	12	12	"Obesity"	"Yes"	0.1
20	0.941094822208359	12	12	"Obesity"	"Yes"	0.1
21	0.948464912280702	12	12	"Obesity"	"Yes"	0.1
22	0.897439293598234	12	12	"Obesity"	"Yes"	0.1
23	0.906255058762586	12	12	"Obesity"	"Yes"	0.1
24	0.927644521791768	12	12	"Obesity"	"Yes"	0.1
25	0.929771686422414	12	12	"Obesity"	"Yes"	0.1
26	0.92121138996139	12	12	"Obesity"	"Yes"	0.1
27	0.930084452443583	12	12	"Obesity"	"Yes"	0.1
28	0.936804635251333	12	12	"Obesity"	"Yes"	0.1
29	0.965551850293003	12	12	"Obesity"	"Yes"	0.1
30	0.92831925792607	12	12	"Obesity"	"Yes"	0.1
1	0.937754165026892	13	13	"Obesity"	"Yes"	0.1
2	0.908941743188319	13	13	"Obesity"	"Yes"	0.1
3	0.897298931667003	13	13	"Obesity"	"Yes"	0.1
4	0.942159661739728	13	13	"Obesity"	"Yes"	0.1
5	0.941432225063939	13	13	"Obesity"	"Yes"	0.1
6	0.910291858678955	13	13	"Obesity"	"Yes"	0.1
7	0.887944688109162	13	13	"Obesity"	"Yes"	0.1
8	0.946115728900256	13	13	"Obesity"	"Yes"	0.1
9	0.903239556692242	13	13	"Obesity"	"Yes"	0.1
10	0.882720588235294	13	13	"Obesity"	"Yes"	0.1
11	0.952504651244427	13	13	"Obesity"	"Yes"	0.1
12	0.952014066496164	13	13	"Obesity"	"Yes"	0.1
13	0.910449157829071	13	13	"Obesity"	"Yes"	0.1
14	0.942565210167802	13	13	"Obesity"	"Yes"	0.1
15	0.917133461024177	13	13	"Obesity"	"Yes"	0.1
16	0.939256541603212	13	13	"Obesity"	"Yes"	0.1
17	0.944040957256816	13	13	"Obesity"	"Yes"	0.1
18	0.902594299368493	13	13	"Obesity"	"Yes"	0.1
19	0.918531968091439	13	13	"Obesity"	"Yes"	0.1
20	0.933583759590793	13	13	"Obesity"	"Yes"	0.1
21	0.954816709292413	13	13	"Obesity"	"Yes"	0.1
22	0.908535688005887	13	13	"Obesity"	"Yes"	0.1
23	0.905128205128205	13	13	"Obesity"	"Yes"	0.1
24	0.937513171759747	13	13	"Obesity"	"Yes"	0.1
25	0.950739325469347	13	13	"Obesity"	"Yes"	0.1
26	0.931815346225827	13	13	"Obesity"	"Yes"	0.1
27	0.946934706761921	13	13	"Obesity"	"Yes"	0.1
28	0.934188034188034	13	13	"Obesity"	"Yes"	0.1
29	0.928989955357143	13	13	"Obesity"	"Yes"	0.1
30	0.96568135461521	13	13	"Obesity"	"Yes"	0.1
1	0.90421536568783	14	14	"Obesity"	"Yes"	0.1
2	0.946145784816022	14	14	"Obesity"	"Yes"	0.1
3	0.89860191317145	14	14	"Obesity"	"Yes"	0.1
4	0.921331992401386	14	14	"Obesity"	"Yes"	0.1
5	0.948515159905856	14	14	"Obesity"	"Yes"	0.1
6	0.939763306314914	14	14	"Obesity"	"Yes"	0.1
7	0.922734483763396	14	14	"Obesity"	"Yes"	0.1
8	0.916203992514036	14	14	"Obesity"	"Yes"	0.1
9	0.923604710701485	14	14	"Obesity"	"Yes"	0.1
10	0.946366072405119	14	14	"Obesity"	"Yes"	0.1
11	0.941951490122353	14	14	"Obesity"	"Yes"	0.1
12	0.955084775511637	14	14	"Obesity"	"Yes"	0.1
13	0.920662251655629	14	14	"Obesity"	"Yes"	0.1
14	0.897235023041475	14	14	"Obesity"	"Yes"	0.1
15	0.924806552918704	14	14	"Obesity"	"Yes"	0.1
16	0.954689675267912	14	14	"Obesity"	"Yes"	0.1
17	0.879932161151876	14	14	"Obesity"	"Yes"	0.1
18	0.924811818104931	14	14	"Obesity"	"Yes"	0.1
19	0.94497077202177	14	14	"Obesity"	"Yes"	0.1
20	0.916024136775059	14	14	"Obesity"	"Yes"	0.1
21	0.879070492825951	14	14	"Obesity"	"Yes"	0.1
22	0.94024447737069	14	14	"Obesity"	"Yes"	0.1
23	0.93633822737069	14	14	"Obesity"	"Yes"	0.1
24	0.924446019662835	14	14	"Obesity"	"Yes"	0.1
25	0.941999376169682	14	14	"Obesity"	"Yes"	0.1
26	0.914620535714286	14	14	"Obesity"	"Yes"	0.1
27	0.951590767311291	14	14	"Obesity"	"Yes"	0.1
28	0.927795314836352	14	14	"Obesity"	"Yes"	0.1
29	0.911623931623932	14	14	"Obesity"	"Yes"	0.1
30	0.957125789383854	14	14	"Obesity"	"Yes"	0.1
1	0.930537119176353	15	15	"Obesity"	"Yes"	0.1
2	0.884539826169782	15	15	"Obesity"	"Yes"	0.1
3	0.945110487872531	15	15	"Obesity"	"Yes"	0.1
4	0.937865497076023	15	15	"Obesity"	"Yes"	0.1
5	0.951521746761681	15	15	"Obesity"	"Yes"	0.1
6	0.918757268649277	15	15	"Obesity"	"Yes"	0.1
